T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
1336,31.748,41620,82.824,10711,11.474,29.769,28648,73.611,13263,9.768,34.309,40397,85.92,8477,9.184,27.783,26036,55.154,50208,29.762,31.38,38303,95.627,7322,10.571
1338,31.748,41683,82.871,10711,11.474,29.775,28708,73.656,13263,9.768,34.309,40465,85.971,8477,9.184,27.791,26092,55.196,50208,29.762,31.38,38366,95.674,7322,10.571
1340,31.748,41747,82.918,10711,11.474,29.782,28767,73.7,13263,9.768,34.309,40534,86.023,8477,9.184,27.8,26148,55.237,50208,29.762,31.38,38429,95.721,7322,10.571
1342,31.748,41810,82.966,10711,11.474,29.789,28827,73.745,13263,9.768,34.309,40603,86.074,8477,9.184,27.808,26203,55.279,50208,29.762,31.38,38492,95.768,7322,10.571
1344,31.748,41874,83.013,10711,11.474,29.795,28886,73.789,13263,9.768,34.309,40671,86.125,8477,9.184,27.817,26259,55.32,50208,29.762,31.38,38554,95.814,7322,10.571
1346,31.748,41937,83.06,10711,11.474,29.802,28946,73.833,13263,9.768,34.309,40740,86.176,8477,9.184,27.825,26314,55.362,50208,29.762,31.38,38617,95.861,7322,10.571
1348,31.748,42001,83.107,10711,11.474,29.809,29006,73.877,13263,9.768,34.309,40808,86.227,8477,9.184,27.833,26370,55.403,50208,29.762,31.38,38680,95.908,7322,10.571
1350,31.748,42064,83.155,10711,11.474,29.815,29065,73.922,13263,9.768,34.309,40877,86.278,8477,9.184,27.842,26426,55.444,50208,29.762,31.38,38743,95.954,7322,10.571
1352,31.748,42128,83.202,10711,11.474,29.822,29125,73.966,13263,9.768,34.309,40946,86.329,8477,9.184,27.85,26481,55.485,50208,29.762,31.38,38805,96.001,7322,10.571
1354,31.748,42191,83.248,10711,11.474,29.828,29185,74.01,13263,9.768,34.309,41014,86.379,8477,9.184,27.858,26537,55.527,50208,29.762,31.38,38868,96.047,7322,10.571
1356,31.748,42255,83.295,10711,11.474,29.835,29244,74.054,13263,9.768,34.309,41083,86.43,8477,9.184,27.867,26593,55.568,50208,29.762,31.38,38931,96.093,7322,10.571
1358,31.748,42318,83.342,10711,11.474,31.38,42567,83.867,13263,9.768,34.309,41151,86.48,8477,9.184,27.875,26649,55.609,50208,29.762,31.38,38994,96.14,7322,10.571
1360,31.748,42382,83.389,10711,11.474,31.38,42630,83.913,13263,9.768,34.309,41220,86.531,8477,9.184,27.883,26704,55.65,50208,29.762,31.38,39056,96.186,7322,10.571
1362,31.748,42445,83.435,10711,11.474,31.38,42693,83.959,13263,9.768,34.309,41289,86.581,8477,9.184,27.892,26760,55.691,50208,29.762,31.38,39119,96.232,7322,10.571
1364,31.748,42509,83.482,10711,11.474,31.38,42756,84.005,13263,9.768,34.309,41357,86.632,8477,9.184,27.9,26816,55.732,50208,29.762,31.38,39182,96.278,7322,10.571
1366,31.748,42572,83.529,10711,11.474,31.38,42819,84.051,13263,9.768,34.309,41426,86.682,8477,9.184,27.908,26872,55.773,50208,29.762,31.38,39245,96.324,7322,10.571
1368,31.748,42636,83.575,10711,11.474,31.38,42881,84.097,13263,9.768,34.309,41495,86.732,8477,9.184,27.917,26928,55.813,50208,29.762,31.38,39307,96.37,7322,10.571
1370,31.748,42699,83.621,10711,11.474,31.38,42944,84.143,13263,9.768,34.309,41563,86.782,8477,9.184,27.925,26983,55.854,50208,29.762,31.38,39370,96.416,7322,10.571
1372,31.748,42763,83.668,10711,11.474,31.38,43007,84.188,13263,9.768,34.309,41632,86.832,8477,9.184,27.933,27039,55.895,50208,29.762,31.38,39433,96.461,7322,10.571
1374,31.748,42826,83.714,10711,11.474,31.38,43070,84.234,13263,9.768,34.309,41700,86.882,8477,9.184,27.941,27095,55.936,50208,29.762,31.38,39496,96.507,7322,10.571
1376,31.748,42890,83.76,10711,11.474,31.38,43132,84.28,13263,9.768,34.309,41769,86.932,8477,9.184,27.95,27151,55.976,50208,29.762,31.38,39558,96.553,7322,10.571
1378,31.748,42953,83.806,10711,11.474,31.38,43195,84.325,13263,9.768,34.309,41838,86.982,8477,9.184,27.958,27207,56.017,50208,29.762,31.38,39621,96.598,7322,10.571
1380,31.748,43017,83.852,10711,11.474,31.38,43258,84.371,13263,9.768,34.309,41906,87.032,8477,9.184,27.966,27263,56.057,50208,29.762,31.38,39684,96.644,7322,10.571
1382,31.748,43080,83.898,10711,11.474,31.38,43321,84.416,13263,9.768,34.309,41975,87.082,8477,9.184,27.975,27319,56.098,50208,29.762,31.38,39747,96.689,7322,10.571
1384,31.748,43144,83.944,10711,11.474,31.38,43383,84.462,13263,9.768,34.309,42044,87.131,8477,9.184,27.983,27375,56.138,50208,29.762,31.38,39810,96.735,7322,10.571
1386,31.748,43207,83.99,10711,11.474,31.38,43446,84.507,13263,9.768,34.309,42112,87.181,8477,9.184,27.991,27431,56.179,50208,29.762,31.38,39872,96.78,7322,10.571
1388,31.748,43270,84.036,10711,11.474,31.38,43509,84.552,13263,9.768,34.309,42181,87.23,8477,9.184,28,27487,56.219,50208,29.762,31.38,39935,96.825,7322,10.571
1390,31.748,43334,84.082,10711,11.474,31.38,43572,84.597,13263,9.768,34.309,42249,87.28,8477,9.184,28.008,27543,56.26,50208,29.762,31.38,39998,96.87,7322,10.571
1392,31.748,43397,84.127,10711,11.474,31.38,43634,84.643,13263,9.768,34.309,42318,87.329,8477,9.184,28.016,27599,56.3,50208,29.762,31.38,40061,96.915,7322,10.571
1394,31.748,43461,84.173,10711,11.474,31.38,43697,84.688,13263,9.768,34.309,42387,87.378,8477,9.184,28.025,27655,56.34,50208,29.762,31.38,40123,96.961,7322,10.571
1396,31.748,43524,84.218,10711,11.474,31.38,43760,84.733,13263,9.768,34.309,42455,87.427,8477,9.184,28.033,27711,56.38,50208,29.762,31.38,40186,97.006,7322,10.571
1398,31.748,43588,84.264,10711,11.474,31.38,43823,84.778,13263,9.768,34.309,42524,87.476,8477,9.184,28.041,27767,56.42,50208,29.762,31.38,40249,97.05,7322,10.571
1400,31.748,43651,84.309,10711,11.474,31.38,43885,84.822,13263,9.768,34.309,42592,87.525,8477,9.184,28.049,27823,56.46,50208,29.762,31.38,40312,97.095,7322,10.571
1402,31.748,43715,84.354,10711,11.474,31.38,43948,84.867,13263,9.768,34.309,42661,87.574,8477,9.184,28.058,27879,56.501,50208,29.762,31.38,40374,97.14,7322,10.571
1404,31.748,43778,84.4,10711,11.474,31.38,44011,84.912,13263,9.768,34.309,42730,87.623,8477,9.184,28.066,27935,56.541,50208,29.762,31.38,40437,97.185,7322,10.571
1406,31.748,43842,84.445,10711,11.474,31.38,44074,84.957,13263,9.768,34.309,42798,87.672,8477,9.184,28.074,27991,56.58,50208,29.762,31.38,40500,97.23,7322,10.571
1408,31.748,43905,84.49,10711,11.474,31.38,44136,85.001,13263,9.768,34.309,42867,87.721,8477,9.184,28.083,28048,56.62,50208,29.762,31.38,40563,97.274,7322,10.571
1410,31.748,43969,84.535,10711,11.474,31.38,44199,85.046,13263,9.768,34.309,42936,87.77,8477,9.184,28.091,28104,56.66,50208,29.762,31.38,40625,97.319,7322,10.571
1412,31.748,44032,84.58,10711,11.474,31.38,44262,85.09,13263,9.768,34.309,43004,87.818,8477,9.184,28.099,28160,56.7,50208,29.762,31.38,40688,97.363,7322,10.571
1414,31.748,44096,84.625,10711,11.474,31.38,44325,85.135,13263,9.768,34.309,43073,87.867,8477,9.184,28.107,28216,56.74,50208,29.762,31.38,40751,97.408,7322,10.571
1416,31.748,44159,84.67,10711,11.474,31.38,44388,85.179,13263,9.768,34.309,43141,87.915,8477,9.184,28.116,28272,56.78,50208,29.762,31.38,40814,97.452,7322,10.571
1418,31.748,44223,84.715,10711,11.474,31.38,44450,85.223,13263,9.768,34.309,43210,87.964,8477,9.184,28.124,28329,56.819,50208,29.762,31.38,40876,97.496,7322,10.571
1420,31.748,44286,84.759,10711,11.474,31.38,44513,85.267,13263,9.768,34.309,43279,88.012,8477,9.184,28.132,28385,56.859,50208,29.762,31.38,40939,97.54,7322,10.571
1422,31.748,44350,84.804,10711,11.474,31.38,44576,85.312,13263,9.768,34.309,43347,88.06,8477,9.184,28.14,28441,56.899,50208,29.762,31.38,41002,97.585,7322,10.571
1424,31.748,44413,84.849,10711,11.474,31.38,44639,85.356,13263,9.768,34.309,43416,88.109,8477,9.184,28.149,28497,56.938,50208,29.762,31.38,41065,97.629,7322,10.571
1426,31.748,44477,84.893,10711,11.474,31.38,44701,85.4,13263,9.768,34.309,43484,88.157,8477,9.184,28.157,28554,56.978,50208,29.762,31.38,41127,97.673,7322,10.571
