T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
2328,31.748,73114,100.454,10711,11.474,31.38,73006,100.78,13263,9.768,34.309,74431,104.973,8477,9.184,27.196,103683,100.318,50208,29.762,31.38,69432,113.053,7322,10.571
2330,31.748,73177,100.482,10711,11.474,31.38,73069,100.807,13263,9.768,34.309,74500,105.002,8477,9.184,27.196,103737,100.341,50208,29.762,31.38,69495,113.08,7322,10.571
2332,31.748,73241,100.509,10711,11.474,31.38,73132,100.834,13263,9.768,34.309,74568,105.032,8477,9.184,27.196,103792,100.365,50208,29.762,31.38,69558,113.107,7322,10.571
2334,31.748,73304,100.536,10711,11.474,31.38,73194,100.861,13263,9.768,34.309,74637,105.061,8477,9.184,27.196,103846,100.388,50208,29.762,31.38,69621,113.134,7322,10.571
2336,31.748,73368,100.563,10711,11.474,31.38,73257,100.888,13263,9.768,34.309,74705,105.09,8477,9.184,27.196,103900,100.411,50208,29.762,31.38,69683,113.161,7322,10.571
2338,31.748,73431,100.59,10711,11.474,31.38,73320,100.915,13263,9.768,34.309,74774,105.12,8477,9.184,27.196,103955,100.434,50208,29.762,31.38,69746,113.188,7322,10.571
2340,31.748,73495,100.617,10711,11.474,31.38,73383,100.942,13263,9.768,34.309,74843,105.149,8477,9.184,27.196,104009,100.458,50208,29.762,31.38,69809,113.215,7322,10.571
2342,31.748,73558,100.645,10711,11.474,31.38,73445,100.968,13263,9.768,34.309,74911,105.179,8477,9.184,27.196,104064,100.481,50208,29.762,31.38,69872,113.241,7322,10.571
2344,31.748,73622,100.672,10711,11.474,31.38,73508,100.995,13263,9.768,34.309,74980,105.208,8477,9.184,27.196,104118,100.504,50208,29.762,31.38,69934,113.268,7322,10.571
2346,31.748,73685,100.699,10711,11.474,31.38,73571,101.022,13263,9.768,34.309,75049,105.237,8477,9.184,27.196,104172,100.527,50208,29.762,31.38,69997,113.295,7322,10.571
2348,31.748,73749,100.726,10711,11.474,31.38,73634,101.049,13263,9.768,34.309,75117,105.266,8477,9.184,27.196,104227,100.551,50208,29.762,31.38,70060,113.322,7322,10.571
2350,31.748,73812,100.753,10711,11.474,31.38,73696,101.075,13263,9.768,34.309,75186,105.296,8477,9.184,27.196,104281,100.574,50208,29.762,31.38,70123,113.348,7322,10.571
2352,31.748,73876,100.78,10711,11.474,31.38,73759,101.102,13263,9.768,34.309,75254,105.325,8477,9.184,27.196,104336,100.597,50208,29.762,31.38,70185,113.375,7322,10.571
2354,31.748,73939,100.807,10711,11.474,31.38,73822,101.129,13263,9.768,34.309,75323,105.354,8477,9.184,27.196,104390,100.62,50208,29.762,31.38,70248,113.402,7322,10.571
2356,31.748,74003,100.834,10711,11.474,31.38,73885,101.155,13263,9.768,34.309,75392,105.383,8477,9.184,27.196,104444,100.643,50208,29.762,31.38,70311,113.428,7322,10.571
2358,31.748,74066,100.861,10711,11.474,31.38,73947,101.182,13263,9.768,34.309,75460,105.412,8477,9.184,27.196,104499,100.666,50208,29.762,31.38,70374,113.455,7322,10.571
2360,31.748,74130,100.888,10711,11.474,31.38,74010,101.209,13263,9.768,34.309,75529,105.441,8477,9.184,27.196,104553,100.689,50208,29.762,31.38,70436,113.482,7322,10.571
2362,31.748,74193,100.915,10711,11.474,31.38,74073,101.235,13263,9.768,34.309,75598,105.47,8477,9.184,27.196,104607,100.712,50208,29.762,31.38,70499,113.508,7322,10.571
2364,31.748,74257,100.941,10711,11.474,31.38,74136,101.262,13263,9.768,34.309,75666,105.499,8477,9.184,27.196,104662,100.735,50208,29.762,31.38,70562,113.535,7322,10.571
2366,31.748,74320,100.968,10711,11.474,31.38,74199,101.288,13263,9.768,34.309,75735,105.528,8477,9.184,27.196,104716,100.758,50208,29.762,31.38,70625,113.561,7322,10.571
2368,31.748,74384,100.995,10711,11.474,31.38,74261,101.315,13263,9.768,34.309,75803,105.557,8477,9.184,27.196,104771,100.781,50208,29.762,31.38,70687,113.588,7322,10.571
2370,31.748,74447,101.022,10711,11.474,31.38,74324,101.341,13263,9.768,34.309,75872,105.586,8477,9.184,27.196,104825,100.804,50208,29.762,31.38,70750,113.614,7322,10.571
2372,31.748,74511,101.049,10711,11.474,31.38,74387,101.368,13263,9.768,34.309,75941,105.615,8477,9.184,27.196,104879,100.827,50208,29.762,31.38,70813,113.641,7322,10.571
2374,31.748,74574,101.075,10711,11.474,31.38,74450,101.394,13263,9.768,34.309,76009,105.644,8477,9.184,27.196,104934,100.85,50208,29.762,31.38,70876,113.667,7322,10.571
2376,31.748,74638,101.102,10711,11.474,31.38,74512,101.421,13263,9.768,34.309,76078,105.673,8477,9.184,27.196,104988,100.873,50208,29.762,31.38,70938,113.694,7322,10.571
2378,31.748,74701,101.129,10711,11.474,31.38,74575,101.447,13263,9.768,34.309,76146,105.702,8477,9.184,27.196,105043,100.896,50208,29.762,31.38,71001,113.72,7322,10.571
2380,31.748,74765,101.156,10711,11.474,31.38,74638,101.473,13263,9.768,34.309,76215,105.731,8477,9.184,27.196,105097,100.919,50208,29.762,31.38,71064,113.746,7322,10.571
2382,31.748,74828,101.182,10711,11.474,31.38,74701,101.5,13263,9.768,34.309,76284,105.76,8477,9.184,27.196,105151,100.942,50208,29.762,31.38,71127,113.773,7322,10.571
2384,31.748,74892,101.209,10711,11.474,31.38,74763,101.526,13263,9.768,34.309,76352,105.788,8477,9.184,27.196,105206,100.964,50208,29.762,31.38,71190,113.799,7322,10.571
2386,31.748,74955,101.236,10711,11.474,31.38,74826,101.552,13263,9.768,34.309,76421,105.817,8477,9.184,27.196,105260,100.987,50208,29.762,31.38,71252,113.825,7322,10.571
2388,31.748,75019,101.262,10711,11.474,31.38,74889,101.579,13263,9.768,34.309,76490,105.846,8477,9.184,27.196,105315,101.01,50208,29.762,31.38,71315,113.852,7322,10.571
2390,31.748,75082,101.289,10711,11.474,31.38,74952,101.605,13263,9.768,34.309,76558,105.875,8477,9.184,27.196,105369,101.033,50208,29.762,31.38,71378,113.878,7322,10.571
2392,31.748,75146,101.315,10711,11.474,31.38,75014,101.631,13263,9.768,34.309,76627,105.903,8477,9.184,27.196,105423,101.055,50208,29.762,31.38,71441,113.904,7322,10.571
2394,31.748,75209,101.342,10711,11.474,31.38,75077,101.658,13263,9.768,34.309,76695,105.932,8477,9.184,27.196,105478,101.078,50208,29.762,31.38,71503,113.93,7322,10.571
2396,31.748,75273,101.368,10711,11.474,31.38,75140,101.684,13263,9.768,34.309,76764,105.961,8477,9.184,27.196,105532,101.101,50208,29.762,31.38,71566,113.957,7322,10.571
2398,31.748,75336,101.395,10711,11.474,31.38,75203,101.71,13263,9.768,34.309,76833,105.989,8477,9.184,27.196,105587,101.124,50208,29.762,31.38,71629,113.983,7322,10.571
2400,31.748,75400,101.421,10711,11.474,31.38,75265,101.736,13263,9.768,34.309,76901,106.018,8477,9.184,27.196,105641,101.146,50208,29.762,31.38,71692,114.009,7322,10.571
2402,31.748,75463,101.448,10711,11.474,31.38,75328,101.762,13263,9.768,34.309,76970,106.046,8477,9.184,27.196,105695,101.169,50208,29.762,31.38,71754,114.035,7322,10.571
2404,31.748,75527,101.474,10711,11.474,31.38,75391,101.788,13263,9.768,34.309,77038,106.075,8477,9.184,27.196,105750,101.192,50208,29.762,31.38,71817,114.061,7322,10.571
2406,31.748,75590,101.501,10711,11.474,31.38,75454,101.814,13263,9.768,34.309,77107,106.103,8477,9.184,27.196,105804,101.214,50208,29.762,31.38,71880,114.087,7322,10.571
2408,31.748,75654,101.527,10711,11.474,31.38,75516,101.841,13263,9.768,34.309,77176,106.132,8477,9.184,27.196,105858,101.237,50208,29.762,31.38,71943,114.113,7322,10.571
2410,31.748,75717,101.553,10711,11.474,31.38,75579,101.867,13263,9.768,34.309,77244,106.16,8477,9.184,27.196,105913,101.259,50208,29.762,31.38,72005,114.14,7322,10.571
2412,31.748,75781,101.58,10711,11.474,31.38,75642,101.893,13263,9.768,34.309,77313,106.189,8477,9.184,27.196,105967,101.282,50208,29.762,31.38,72068,114.166,7322,10.571
2414,31.748,75844,101.606,10711,11.474,31.38,75705,101.919,13263,9.768,34.309,77382,106.217,8477,9.184,27.196,106022,101.304,50208,29.762,31.38,72131,114.192,7322,10.571
2416,31.748,75908,101.632,10711,11.474,31.38,75768,101.945,13263,9.768,34.309,77450,106.246,8477,9.184,27.196,106076,101.327,50208,29.762,31.38,72194,114.218,7322,10.571
2418,31.748,75971,101.658,10711,11.474,31.38,75830,101.971,13263,9.768,34.309,77519,106.274,8477,9.184,27.196,106130,101.349,50208,29.762,31.38,72256,114.244,7322,10.571
2420,31.748,76035,101.685,10711,11.474,31.38,75893,101.997,13263,9.768,34.309,77587,106.303,8477,9.184,27.196,106185,101.372,50208,29.762,31.38,72319,114.269,7322,10.571
2422,31.748,76098,101.711,10711,11.474,31.38,75956,102.022,13263,9.768,34.309,77656,106.331,8477,9.184,27.196,106239,101.394,50208,29.762,31.38,72382,114.295,7322,10.571
2424,31.748,76162,101.737,10711,11.474,31.38,76019,102.048,13263,9.768,34.309,77725,106.359,8477,9.184,27.196,106294,101.417,50208,29.762,31.38,72445,114.321,7322,10.571
2426,31.748,76225,101.763,10711,11.474,31.38,76081,102.074,13263,9.768,34.309,77793,106.387,8477,9.184,27.196,106348,101.439,50208,29.762,31.38,72507,114.347,7322,10.571
2428,31.748,76289,101.79,10711,11.474,31.38,76144,102.1,13263,9.768,34.309,77862,106.416,8477,9.184,27.196,106402,101.462,50208,29.762,31.38,72570,114.373,7322,10.571
2430,31.748,76352,101.816,10711,11.474,31.38,76207,102.126,13263,9.768,34.309,77931,106.444,8477,9.184,27.196,106457,101.484,50208,29.762,31.38,72633,114.399,7322,10.571
2432,31.748,76416,101.842,10711,11.474,31.38,76270,102.152,13263,9.768,34.309,77999,106.472,8477,9.184,27.196,106511,101.506,50208,29.762,31.38,72696,114.425,7322,10.571
2434,31.748,76479,101.868,10711,11.474,31.38,76332,102.178,13263,9.768,34.309,78068,106.5,8477,9.184,27.196,106566,101.529,50208,29.762,31.38,72759,114.45,7322,10.571
2436,31.748,76543,101.894,10711,11.474,31.38,76395,102.203,13263,9.768,34.309,78136,106.529,8477,9.184,27.196,106620,101.551,50208,29.762,31.38,72821,114.476,7322,10.571
2438,31.748,76606,101.92,10711,11.474,31.38,76458,102.229,13263,9.768,34.309,78205,106.557,8477,9.184,27.196,106674,101.573,50208,29.762,31.38,72884,114.502,7322,10.571
2440,31.748,76670,101.946,10711,11.474,31.38,76521,102.255,13263,9.768,34.309,78274,106.585,8477,9.184,27.196,106729,101.596,50208,29.762,31.38,72947,114.528,7322,10.571
2442,31.748,76733,101.972,10711,11.474,31.38,76583,102.28,13263,9.768,34.309,78342,106.613,8477,9.184,27.196,106783,101.618,50208,29.762,31.38,73010,114.553,7322,10.571
2444,31.748,76797,101.998,10711,11.474,31.38,76646,102.306,13263,9.768,34.309,78411,106.641,8477,9.184,27.196,106838,101.64,50208,29.762,31.38,73072,114.579,7322,10.571
2446,31.748,76860,102.024,10711,11.474,31.38,76709,102.332,13263,9.768,34.309,78479,106.669,8477,9.184,27.196,106892,101.663,50208,29.762,31.38,73135,114.605,7322,10.571
2448,31.748,76924,102.05,10711,11.474,31.38,76772,102.357,13263,9.768,34.309,78548,106.697,8477,9.184,27.196,106946,101.685,50208,29.762,31.38,73198,114.63,7322,10.571
2450,31.748,76987,102.076,10711,11.474,31.38,76834,102.383,13263,9.768,34.309,78617,106.725,8477,9.184,27.196,107001,101.707,50208,29.762,31.38,73261,114.656,7322,10.571
2452,31.748,77051,102.102,10711,11.474,31.38,76897,102.409,13263,9.768,34.309,78685,106.753,8477,9.184,27.196,107055,101.729,50208,29.762,31.38,73323,114.682,7322,10.571
2454,31.748,77114,102.128,10711,11.474,31.38,76960,102.434,13263,9.768,34.309,78754,106.781,8477,9.184,27.196,107110,101.751,50208,29.762,31.38,73386,114.707,7322,10.571
2456,31.748,77178,102.154,10711,11.474,31.38,77023,102.46,13263,9.768,34.309,78823,106.809,8477,9.184,27.196,107164,101.774,50208,29.762,31.38,73449,114.733,7322,10.571
2458,31.748,77241,102.179,10711,11.474,31.38,77085,102.485,13263,9.768,34.309,78891,106.837,8477,9.184,27.196,107218,101.796,50208,29.762,31.38,73512,114.758,7322,10.571
2460,31.748,77305,102.205,10711,11.474,31.38,77148,102.511,13263,9.768,34.309,78960,106.865,8477,9.184,27.196,107273,101.818,50208,29.762,31.38,73574,114.784,7322,10.571
2462,31.748,77368,102.231,10711,11.474,31.38,77211,102.536,13263,9.768,34.309,79028,106.893,8477,9.184,27.196,107327,101.84,50208,29.762,31.38,73637,114.809,7322,10.571
2464,31.748,77432,102.257,10711,11.474,31.38,77274,102.562,13263,9.768,34.309,79097,106.921,8477,9.184,27.196,107381,101.862,50208,29.762,31.38,73700,114.835,7322,10.571
2466,31.748,77495,102.283,10711,11.474,31.38,77337,102.587,13263,9.768,34.309,79166,106.949,8477,9.184,27.196,107436,101.884,50208,29.762,31.38,73763,114.86,7322,10.571
2468,31.748,77559,102.308,10711,11.474,31.38,77399,102.613,13263,9.768,34.309,79234,106.976,8477,9.184,27.196,107490,101.906,50208,29.762,31.38,73825,114.886,7322,10.571
2470,31.748,77622,102.334,10711,11.474,31.38,77462,102.638,13263,9.768,34.309,79303,107.004,8477,9.184,27.196,107545,101.928,50208,29.762,31.38,73888,114.911,7322,10.571
2472,31.748,77686,102.36,10711,11.474,31.38,77525,102.664,13263,9.768,34.309,79371,107.032,8477,9.184,27.196,107599,101.95,50208,29.762,31.38,73951,114.937,7322,10.571
2474,31.748,77749,102.385,10711,11.474,31.38,77588,102.689,13263,9.768,34.309,79440,107.06,8477,9.184,27.196,107653,101.972,50208,29.762,31.38,74014,114.962,7322,10.571
2476,31.748,77813,102.411,10711,11.474,31.38,77650,102.714,13263,9.768,34.309,79509,107.087,8477,9.184,27.196,107708,101.994,50208,29.762,31.38,74076,114.987,7322,10.571
2478,31.748,77876,102.437,10711,11.474,31.38,77713,102.74,13263,9.768,34.309,79577,107.115,8477,9.184,27.196,107762,102.016,50208,29.762,31.38,74139,115.013,7322,10.571
2480,31.748,77940,102.462,10711,11.474,31.38,77776,102.765,13263,9.768,34.309,79646,107.143,8477,9.184,27.196,107817,102.038,50208,29.762,31.38,74202,115.038,7322,10.571
2482,31.748,78003,102.488,10711,11.474,31.38,77839,102.79,13263,9.768,34.309,79715,107.17,8477,9.184,27.196,107871,102.06,50208,29.762,31.38,74265,115.063,7322,10.571
2484,31.748,78067,102.513,10711,11.474,31.38,77901,102.816,13263,9.768,34.309,79783,107.198,8477,9.184,27.196,107925,102.082,50208,29.762,31.38,74328,115.089,7322,10.571
2486,31.748,78130,102.539,10711,11.474,31.38,77964,102.841,13263,9.768,34.309,79852,107.226,8477,9.184,27.196,107980,102.104,50208,29.762,31.38,74390,115.114,7322,10.571
2488,31.748,78194,102.565,10711,11.474,31.38,78027,102.866,13263,9.768,34.309,79920,107.253,8477,9.184,27.196,108034,102.126,50208,29.762,31.38,74453,115.139,7322,10.571
2490,31.748,78257,102.59,10711,11.474,31.38,78090,102.891,13263,9.768,34.309,79989,107.281,8477,9.184,27.196,108089,102.147,50208,29.762,31.38,74516,115.164,7322,10.571
2492,31.748,78321,102.616,10711,11.474,31.38,78152,102.917,13263,9.768,34.309,80058,107.308,8477,9.184,27.196,108143,102.169,50208,29.762,31.38,74579,115.189,7322,10.571
2494,31.748,78384,102.641,10711,11.474,31.38,78215,102.942,13263,9.768,34.309,80126,107.336,8477,9.184,27.196,108197,102.191,50208,29.762,31.38,74641,115.215,7322,10.571
2496,31.748,78447,102.666,10711,11.474,31.38,78278,102.967,13263,9.768,34.309,80195,107.363,8477,9.184,27.196,108252,102.213,50208,29.762,31.38,74704,115.24,7322,10.571
2498,31.748,78511,102.692,10711,11.474,31.38,78341,102.992,13263,9.768,34.309,80264,107.391,8477,9.184,27.196,108306,102.235,50208,29.762,31.38,74767,115.265,7322,10.571
2500,31.748,78574,102.717,10711,11.474,31.38,78403,103.017,13263,9.768,34.309,80332,107.418,8477,9.184,27.196,108361,102.256,50208,29.762,31.38,74830,115.29,7322,10.571
2502,31.748,78638,102.743,10711,11.474,31.38,78466,103.042,13263,9.768,34.309,80401,107.446,8477,9.184,27.196,108415,102.278,50208,29.762,31.38,74892,115.315,7322,10.571
2504,31.748,78701,102.768,10711,11.474,31.38,78529,103.067,13263,9.768,34.309,80469,107.473,8477,9.184,27.196,108469,102.3,50208,29.762,31.38,74955,115.34,7322,10.571
2506,31.748,78765,102.793,10711,11.474,31.38,78592,103.092,13263,9.768,34.309,80538,107.501,8477,9.184,27.196,108524,102.322,50208,29.762,31.38,75018,115.365,7322,10.571
2508,31.748,78828,102.819,10711,11.474,31.38,78654,103.117,13263,9.768,34.309,80607,107.528,8477,9.184,27.196,108578,102.343,50208,29.762,31.38,75081,115.39,7322,10.571
2510,31.748,78892,102.844,10711,11.474,31.38,78717,103.142,13263,9.768,34.309,80675,107.555,8477,9.184,27.196,108632,102.365,50208,29.762,31.38,75143,115.415,7322,10.571
2512,31.748,78955,102.869,10711,11.474,31.38,78780,103.167,13263,9.768,34.309,80744,107.583,8477,9.184,27.196,108687,102.387,50208,29.762,31.38,75206,115.44,7322,10.571
2514,31.748,79019,102.895,10711,11.474,31.38,78843,103.192,13263,9.768,34.309,80812,107.61,8477,9.184,27.196,108741,102.408,50208,29.762,31.38,75269,115.465,7322,10.571
2516,31.748,79082,102.92,10711,11.474,31.38,78906,103.217,13263,9.768,34.309,80881,107.637,8477,9.184,27.196,108796,102.43,50208,29.762,31.38,75332,115.49,7322,10.571
2518,31.748,79146,102.945,10711,11.474,31.38,78968,103.242,13263,9.768,34.309,80950,107.665,8477,9.184,27.196,108850,102.452,50208,29.762,31.38,75394,115.515,7322,10.571
2520,31.748,79209,102.97,10711,11.474,31.38,79031,103.267,13263,9.768,34.309,81018,107.692,8477,9.184,27.196,108904,102.473,50208,29.762,31.38,75457,115.54,7322,10.571
2522,31.748,79273,102.995,10711,11.474,31.38,79094,103.292,13263,9.768,34.309,81087,107.719,8477,9.184,27.196,108959,102.495,50208,29.762,31.38,75520,115.565,7322,10.571
2524,31.748,79336,103.021,10711,11.474,31.38,79157,103.317,13263,9.768,34.309,81156,107.746,8477,9.184,27.196,109013,102.516,50208,29.762,31.38,75583,115.59,7322,10.571
2526,31.748,79400,103.046,10711,11.474,31.38,79219,103.342,13263,9.768,34.309,81224,107.773,8477,9.184,27.196,109068,102.538,50208,29.762,31.38,75645,115.615,7322,10.571
2528,31.748,79463,103.071,10711,11.474,31.38,79282,103.367,13263,9.768,34.309,81293,107.8,8477,9.184,27.196,109122,102.559,50208,29.762,31.38,75708,115.64,7322,10.571
2530,31.748,79527,103.096,10711,11.474,31.38,79345,103.391,13263,9.768,34.309,81361,107.828,8477,9.184,27.196,109176,102.581,50208,29.762,31.38,75771,115.664,7322,10.571
2532,31.748,79590,103.121,10711,11.474,31.38,79408,103.416,13263,9.768,34.309,81430,107.855,8477,9.184,27.196,109231,102.602,50208,29.762,31.38,75834,115.689,7322,10.571
2534,31.748,79654,103.146,10711,11.474,31.38,79470,103.441,13263,9.768,34.309,81499,107.882,8477,9.184,27.196,109285,102.624,50208,29.762,31.38,75897,115.714,7322,10.571
2536,31.748,79717,103.171,10711,11.474,31.38,79533,103.466,13263,9.768,34.309,81567,107.909,8477,9.184,27.196,109340,102.645,50208,29.762,31.38,75959,115.739,7322,10.571
2538,31.748,79781,103.196,10711,11.474,31.38,79596,103.49,13263,9.768,34.309,81636,107.936,8477,9.184,27.196,109394,102.667,50208,29.762,31.38,76022,115.763,7322,10.571
2540,31.748,79844,103.221,10711,11.474,31.38,79659,103.515,13263,9.768,34.309,81704,107.963,8477,9.184,27.196,109448,102.688,50208,29.762,31.38,76085,115.788,7322,10.571
2542,31.748,79908,103.246,10711,11.474,31.38,79721,103.54,13263,9.768,34.309,81773,107.99,8477,9.184,27.196,109503,102.71,50208,29.762,31.38,76148,115.813,7322,10.571
2544,31.748,79971,103.271,10711,11.474,31.38,79784,103.565,13263,9.768,34.309,81842,108.017,8477,9.184,27.196,109557,102.731,50208,29.762,31.38,76210,115.838,7322,10.571
2546,31.748,80035,103.296,10711,11.474,31.38,79847,103.589,13263,9.768,34.309,81910,108.044,8477,9.184,27.196,109612,102.752,50208,29.762,31.38,76273,115.862,7322,10.571
2548,31.748,80098,103.321,10711,11.474,31.38,79910,103.614,13263,9.768,34.309,81979,108.071,8477,9.184,27.196,109666,102.774,50208,29.762,31.38,76336,115.887,7322,10.571
2550,31.748,80162,103.346,10711,11.474,31.38,79972,103.638,13263,9.768,34.309,82048,108.098,8477,9.184,27.196,109720,102.795,50208,29.762,31.38,76399,115.911,7322,10.571
2552,31.748,80225,103.371,10711,11.474,31.38,80035,103.663,13263,9.768,34.309,82116,108.125,8477,9.184,27.196,109775,102.816,50208,29.762,31.38,76461,115.936,7322,10.571
2554,31.748,80289,103.396,10711,11.474,31.38,80098,103.688,13263,9.768,34.309,82185,108.152,8477,9.184,27.196,109829,102.838,50208,29.762,31.38,76524,115.961,7322,10.571
2556,31.748,80352,103.421,10711,11.474,31.38,80161,103.712,13263,9.768,34.309,82253,108.178,8477,9.184,27.196,109883,102.859,50208,29.762,31.38,76587,115.985,7322,10.571
2558,31.748,80416,103.445,10711,11.474,31.38,80223,103.737,13263,9.768,34.309,82322,108.205,8477,9.184,27.196,109938,102.88,50208,29.762,31.38,76650,116.01,7322,10.571
2560,31.748,80479,103.47,10711,11.474,31.38,80286,103.761,13263,9.768,34.309,82391,108.232,8477,9.184,27.196,109992,102.901,50208,29.762,31.38,76712,116.034,7322,10.571
2562,31.748,80543,103.495,10711,11.474,31.38,80349,103.786,13263,9.768,34.309,82459,108.259,8477,9.184,27.196,110047,102.923,50208,29.762,31.38,76775,116.059,7322,10.571
2564,31.748,80606,103.52,10711,11.474,31.38,80412,103.81,13263,9.768,34.309,82528,108.286,8477,9.184,27.196,110101,102.944,50208,29.762,31.38,76838,116.083,7322,10.571
2566,31.748,80670,103.545,10711,11.474,31.38,80475,103.835,13263,9.768,34.309,82597,108.312,8477,9.184,27.196,110155,102.965,50208,29.762,31.38,76901,116.108,7322,10.571
2568,31.748,80733,103.569,10711,11.474,31.38,80537,103.859,13263,9.768,34.309,82665,108.339,8477,9.184,27.196,110210,102.986,50208,29.762,31.38,76963,116.132,7322,10.571
2570,31.748,80797,103.594,10711,11.474,31.38,80600,103.884,13263,9.768,34.309,82734,108.366,8477,9.184,27.196,110264,103.007,50208,29.762,31.38,77026,116.157,7322,10.571
2572,31.748,80860,103.619,10711,11.474,31.38,80663,103.908,13263,9.768,34.309,82802,108.393,8477,9.184,27.196,110319,103.029,50208,29.762,31.38,77089,116.181,7322,10.571
2574,31.748,80924,103.643,10711,11.474,31.38,80726,103.932,13263,9.768,34.309,82871,108.419,8477,9.184,27.196,110373,103.05,50208,29.762,31.38,77152,116.205,7322,10.571
2576,31.748,80987,103.668,10711,11.474,31.38,80788,103.957,13263,9.768,34.309,82940,108.446,8477,9.184,27.196,110427,103.071,50208,29.762,31.38,77214,116.23,7322,10.571
2578,31.748,81051,103.693,10711,11.474,31.38,80851,103.981,13263,9.768,34.309,83008,108.472,8477,9.184,27.196,110482,103.092,50208,29.762,31.38,77277,116.254,7322,10.571
2580,31.748,81114,103.717,10711,11.474,31.38,80914,104.006,13263,9.768,34.309,83077,108.499,8477,9.184,27.196,110536,103.113,50208,29.762,31.38,77340,116.278,7322,10.571
2582,31.748,81178,103.742,10711,11.474,31.38,80977,104.03,13263,9.768,34.309,83145,108.526,8477,9.184,27.196,110591,103.134,50208,29.762,31.38,77403,116.303,7322,10.571
2584,31.748,81241,103.767,10711,11.474,31.38,81039,104.054,13263,9.768,34.309,83214,108.552,8477,9.184,27.196,110645,103.155,50208,29.762,31.38,77466,116.327,7322,10.571
2586,31.748,81305,103.791,10711,11.474,31.38,81102,104.078,13263,9.768,34.309,83283,108.579,8477,9.184,27.196,110699,103.176,50208,29.762,31.38,77528,116.351,7322,10.571
2588,31.748,81368,103.816,10711,11.474,31.38,81165,104.103,13263,9.768,34.309,83351,108.605,8477,9.184,27.196,110754,103.197,50208,29.762,31.38,77591,116.376,7322,10.571
2590,31.748,81432,103.84,10711,11.474,31.38,81228,104.127,13263,9.768,34.309,83420,108.632,8477,9.184,27.196,110808,103.218,50208,29.762,31.38,77654,116.4,7322,10.571
2592,31.748,81495,103.865,10711,11.474,31.38,81290,104.151,13263,9.768,34.309,83489,108.658,8477,9.184,27.196,110863,103.239,50208,29.762,31.38,77717,116.424,7322,10.571
2594,31.748,81559,103.889,10711,11.474,31.38,81353,104.175,13263,9.768,34.309,83557,108.685,8477,9.184,27.196,110917,103.26,50208,29.762,31.38,77779,116.448,7322,10.571
2596,31.748,81622,103.914,10711,11.474,31.38,81416,104.2,13263,9.768,34.309,83626,108.711,8477,9.184,27.196,110971,103.281,50208,29.762,31.38,77842,116.472,7322,10.571
2598,31.748,81686,103.938,10711,11.474,31.38,81479,104.224,13263,9.768,34.309,83694,108.738,8477,9.184,27.196,111026,103.302,50208,29.762,31.38,77905,116.497,7322,10.571
2600,31.748,81749,103.962,10711,11.474,31.38,81541,104.248,13263,9.768,34.309,83763,108.764,8477,9.184,27.196,111080,103.323,50208,29.762,31.38,77968,116.521,7322,10.571
2602,31.748,81813,103.987,10711,11.474,31.38,81604,104.272,13263,9.768,34.309,83832,108.79,8477,9.184,27.196,111135,103.344,50208,29.762,31.38,78030,116.545,7322,10.571
2604,31.748,81876,104.011,10711,11.474,31.38,81667,104.296,13263,9.768,34.309,83900,108.817,8477,9.184,27.196,111189,103.365,50208,29.762,31.38,78093,116.569,7322,10.571
2606,31.748,81940,104.036,10711,11.474,31.38,81730,104.32,13263,9.768,34.309,83969,108.843,8477,9.184,27.196,111243,103.386,50208,29.762,31.38,78156,116.593,7322,10.571
2608,31.748,82003,104.06,10711,11.474,31.38,81792,104.344,13263,9.768,34.309,84037,108.869,8477,9.184,27.196,111298,103.407,50208,29.762,31.38,78219,116.617,7322,10.571
2610,31.748,82067,104.084,10711,11.474,31.38,81855,104.368,13263,9.768,34.309,84106,108.896,8477,9.184,27.196,111352,103.428,50208,29.762,31.38,78281,116.641,7322,10.571
2612,31.748,82130,104.109,10711,11.474,31.38,81918,104.392,13263,9.768,34.309,84175,108.922,8477,9.184,27.196,111406,103.448,50208,29.762,31.38,78344,116.665,7322,10.571
2614,31.748,82194,104.133,10711,11.474,31.38,81981,104.416,13263,9.768,34.309,84243,108.948,8477,9.184,27.196,111461,103.469,50208,29.762,31.38,78407,116.689,7322,10.571
2616,31.748,82257,104.157,10711,11.474,31.38,82044,104.44,13263,9.768,34.309,84312,108.974,8477,9.184,27.196,111515,103.49,50208,29.762,31.38,78470,116.713,7322,10.571
2618,31.748,82321,104.182,10711,11.474,31.38,82106,104.464,13263,9.768,34.309,84381,109.001,8477,9.184,27.196,111570,103.511,50208,29.762,31.38,78532,116.737,7322,10.571
2620,31.748,82384,104.206,10711,11.474,31.38,82169,104.488,13263,9.768,34.309,84449,109.027,8477,9.184,27.196,111624,103.532,50208,29.762,31.38,78595,116.761,7322,10.571
2622,31.748,82448,104.23,10711,11.474,31.38,82232,104.512,13263,9.768,34.309,84518,109.053,8477,9.184,27.196,111678,103.552,50208,29.762,31.38,78658,116.785,7322,10.571
